37
-180	-169.622
-170	-157.32
-160	-147.962
-150	-135.23
-140	-126.175
-130	-115.036
-120	-103.768
-110	-94.6145
-100	-83.179
-90	-73.4193
-80	-65.2138
-70	-57.3434
-60	-48.9278
-50	-39.7279
-40	-28.79
-30	-17.881
-20	-7.56911
-10	0.421731
0	10.1883
10	20.2812
20	29.1325
30	39.496
40	46.7244
50	55.1907
60	66.3231
70	74.1805
80	84.9273
90	94.4934
100	103.803
110	114.19
120	123.244
130	133.002
140	145.603
150	156.4
160	167.456
170	178.771
180	180
