36
-180	-177.37
-170	-167.742
-160	-156.274
-150	-148.095
-140	-137.448
-130	-125.426
-120	-115.544
-110	-104.918
-100	-91.6377
-90	-80.168
-80	-67.0158
-70	-56.7718
-60	-44.0687
-50	-31.2661
-40	-17.1938
-30	-6.4834
-20	5.14904
-10	14.6692
0	26.0498
10	37.6052
20	48.1439
30	56.5962
40	66.2202
50	75.9345
60	82.6181
70	90.5832
80	99.6068
90	108.992
100	116.249
110	123.233
120	131.874
130	139.515
140	148.459
150	156.99
160	164.499
170	173.551
