37
-180	-175.8
-170	-167.272
-160	-159.958
-150	-151.801
-140	-144.688
-130	-137.955
-120	-131.197
-110	-122.02
-100	-116.51
-90	-107.434
-80	-99.157
-70	-90.0333
-60	-81.5743
-50	-72.0355
-40	-61.2044
-30	-47.3219
-20	-34.8755
-10	-19.9329
0	-6.93585
10	7.24444
20	23.6648
30	38.0039
40	54.2971
50	63.8522
60	76.9127
70	88.0305
80	97.0062
90	107.671
100	117.041
110	125.838
120	135.7
130	143.219
140	151.568
150	159.559
160	160.781
170	170.03
180	177.282
